region,n_obs,n_heatwave_days,hw_coef,hw_se,hw_rr,interaction_sum,interaction_se,p50,p99
2604,5090,458,-0.23519342175331184,,0.790417950816338,-5.174255278571239,361510.4306799751,26.62211799621582,30.92854785919189
2701,5093,445,0.7470834086126213,,2.1108345879856785,16.435834989497213,63131.3466705045,25.99129867553711,28.057498626708984
2702,5093,455,-0.3489690341358085,,0.7054149737160268,-7.67731875092908,,26.08013916015625,29.38604818344116
2801,5093,459,-0.14009277539151402,531796.7629263665,0.869277584089437,-3.0820410586108835,,26.046923637390137,28.16039777755737
2802,5083,446,-0.05489543543234947,2102048.562769302,0.946584121938263,-1.2076995795195673,,25.956562042236328,28.947524108886718
2901,5093,458,0.004930405638545181,958727.3920370102,1.0049425800885277,0.10846892405543596,348434.36151237506,25.882616996765137,28.04496103286743
2902,5092,450,0.16514327090397501,5005579.968344264,1.1795621035346655,3.633151959878038,,24.812816619873047,27.635756149291993
2903,5093,467,0.4380861571226164,915036.8639616951,1.5497384226710866,9.637895456625229,772443.7784505793,25.253679275512695,27.77703670501709
2904,5093,454,0.05550673605254559,,1.0570761375688482,1.2211481931564734,,23.506726264953613,27.197589874267575
2905,5083,465,-0.14027496379918333,14917162.185419524,0.8691192262164915,-3.0860492035803078,4482494.4284060495,25.546034812927246,30.17321632385254
2906,5002,478,-0.12499045053097539,358586.4915192887,0.8825053300016695,-2.7497899116767197,551935.6640000646,24.949478149414062,29.65306644439697
2907,5074,455,-0.05600112916287704,1775705.7114977946,0.945538068223308,-1.2320248415839976,1028030.7564428587,25.58033561706543,29.8452848815918
2908,5085,454,0.28410288781706167,,1.328569617348725,6.25026353197954,450767.1370002851,26.355266571044922,29.879988479614255
2909,5092,445,0.28182064307223265,,1.3255409537118275,6.200054147553779,,25.919038772583008,29.210312576293948
2910,5093,465,-0.08922882714313563,,0.9146362560251224,-1.9630341971494083,,24.419340133666992,27.9093998336792
3101,5093,455,-0.1542449686719663,582219.9655756252,0.8570620419431532,-3.3933893107759383,689295.0529417404,22.360220909118652,27.559282093048097
3102,5093,475,-0.16321441642339202,65681.28770490426,0.8494090416389529,-3.590717161309123,,24.442626953125,29.527194480895997
3103,5093,448,-0.2477310262296588,2159471.4858114463,0.7805698678650392,-5.450082577052146,2491607.7085699234,23.260406494140625,27.656791915893553
3104,5090,439,-0.17989733089531995,,0.8353559722584629,-3.9577412796958082,452158.21726853354,23.56932258605957,28.20874042510986
3105,5093,421,-0.09940827071661872,,0.9053729952756513,-2.186981955764665,,22.94524383544922,27.744278564453122
3106,5093,451,-0.061774321359090466,6695003.753039276,0.9400950222199114,-1.359035069899436,2029967.972073783,21.624667167663574,26.226014308929443
3107,5092,442,0.004550073155340825,329028.21943972085,1.004560440456229,0.10010160941741755,4342840.209237397,20.145748138427734,24.71054496765137
3108,5093,436,-0.003286569037626148,,0.996718825818586,-0.07230451882771646,,21.56277847290039,26.496771354675293
3109,5093,442,0.023638657675560903,1112643.5725659383,1.023920265308111,0.5200504688630301,1034932.3757839799,19.84217643737793,24.454145107269284
3110,5093,453,-0.098492319582494,,0.90620265260226,-2.1668310308147087,,23.52030658721924,28.96511213302612
3111,5093,451,-0.14212448279545423,137980.18176728353,0.8675132592885472,-3.1267386214978945,,24.011104583740234,29.568890151977538
3112,5092,466,-0.4977703374352299,,0.607884527191914,-10.950947423554098,242608.60547821462,23.505130767822266,28.834044799804687
3113,5093,456,0.06606021791667717,164724.9578375425,1.0682910454902794,1.4533247941678957,740911.9246443071,22.536272048950195,27.71349157333374
3201,5093,457,-0.8801894908495481,200654.38033395895,0.41470432156155823,-19.364168798317447,204474.38318929545,24.06379508972168,27.37876449584961
3202,5062,454,1.2605276775908236,,3.527282264184411,27.731608907092465,5061211.14518556,24.722057342529297,27.658071022033692
3203,5085,414,-0.1526646969499218,,0.8584175035688342,-3.3586233329005544,786146.1299378767,24.16899299621582,28.53578767776489
3204,5088,424,0.06696945248571975,663820.4700524269,1.0692628143546126,1.4733279546876235,313247.4781976762,22.80898094177246,26.867776412963867
3301,5093,452,1.2466559724564923,,3.4786906481559465,27.42643139453044,331069.1170105794,23.169326782226562,27.35142707824707
3302,5093,426,0.007660637284732555,91675.81456472239,1.0076900550381365,0.16853402026450032,,21.637459754943848,27.082630558013914
3303,5093,417,-0.07371115177475275,,0.9289399777566917,-1.6216453390448797,391172.3986139698,21.430886268615723,26.471294326782225
3304,5093,465,-2.7112304069884403,,0.06645498970747703,-59.6470689537601,,23.175000190734863,27.216904373168944
3305,5093,477,-13.182433594073416,,1.8833968166744211e-06,-290.0135391872983,,20.920339584350586,26.00143590927124
3501,5093,459,-0.05509439182305849,,0.9463958117112424,-1.2120766201164062,,22.114322662353516,27.27104755401611
3502,5093,448,-0.06869891720072305,,0.9336077309953551,-1.5113761784148338,,21.53424072265625,27.169405879974363
3503,5093,434,-0.020697890165267165,469958.9643578612,0.9795148409403432,-0.45535358363589984,,23.242616653442383,29.3640638923645
3504,5093,434,0.057653754947606765,912464.7928932386,1.0593481381510483,1.2683826088475947,1668396.7819724535,23.58480739593506,29.73091495513916
3505,5093,440,-0.025058022991872077,366123.71317285695,0.9752533232709747,-0.5512765058213489,750430.2938903216,24.835013389587402,30.784530296325684
3506,5093,425,-0.03399660240993545,158098.99471346886,0.9665747886568263,-0.7479252530185925,,25.191550254821777,30.692737998962404
3507,5093,445,-0.04764219145924626,,0.9534748875076865,-1.0481282121029774,,24.963932037353516,30.62817958831787
3508,5093,442,0.03500406382295,1524365.2693379803,1.0356239173833148,0.7700894041049133,1780210.699902651,23.86940574645996,29.261472835540772
3509,5093,437,-0.06952889552464626,615026.9079387798,0.932833178291023,-1.5296357015428284,,23.45475196838379,29.48296190261841
3510,5093,446,-0.025706222540516646,667572.8685668957,0.974621369345268,-0.5655368958912227,642786.012830703,22.263504028320312,27.9489395904541
3511,5093,460,-2.4083945231248474,563361.3115685717,0.08995960676466454,-52.9846795083681,,22.288504600524902,26.801375789642336
4101,5093,450,-0.08865483575348736,,0.9151614000604001,-1.9504063865805956,,19.5427827835083,25.554406661987304
