region,n_obs,n_heatwave_days,hw_coef,hw_se,hw_rr,interaction_sum,interaction_se,p50,p99
150020,4017,357,-0.4225013666395751,1340041.764813319,0.6554053586233276,-9.295030066117194,2029089.2607860842,27.23033332824707,29.45450731277466
150021,3113,256,0.14667906911810297,3027163.869262187,1.157982271117848,3.2269395206075244,,27.118539810180664,28.417124538421632
160001,5236,454,644.2594935850466,5906643.667777689,6.285545547004232e+279,14173.708855008754,3267243.002590685,26.768142700195312,29.303947143554684
160002,1110,93,-0.22184820253380733,782961.0785340059,0.8010369504856013,-4.880660455732704,,26.265438079833984,29.57120304107666
160003,1013,83,-0.09823605843448516,,0.9064349068919489,-2.1611932855587703,,26.494675636291504,28.27266180038452
170001,4350,406,-0.1784276981588759,417310.8226521672,0.8365845412933903,-3.9254093594931696,389878.1810603562,26.120710372924805,30.585986137390137
170002,3602,332,-0.35882290141345846,,0.6984980434145963,-7.894103831094137,,26.65223503112793,31.373168792724602
170003,3607,332,-0.09418857340105044,1234783.3023690064,0.9101111233081509,-2.072148614820837,,27.180245399475098,31.66728847503662
170004,2165,195,0.04375795858146918,42488518.09080947,1.0447294564841059,0.9626750887933737,18357992.350434564,26.873287200927734,31.363348007202152
170005,5066,470,-0.14473875658251564,,0.8652483040114384,-3.184252644813413,,27.011154174804688,30.522975044250494
170006,3054,281,-0.03478147655630325,1297692.5438992914,0.9658164467350929,-0.765192484238542,825762.9274947111,26.947044372558594,31.171968688964842
170007,2497,215,-0.021976382843750048,581438.923453867,0.9782633385765099,-0.4834804225628049,1049234.9663600272,27.087410926818848,30.788777046203613
170008,2145,170,-0.0023235411411170683,32205124.771804623,0.997679156191075,-0.051117905105668826,,27.350749015808105,31.049372959136956
170009,3901,341,-0.044721976364121285,3705034.207149094,0.956263308680251,-0.9838834800105253,1783955.17536388,27.49054718017578,30.618639183044433
170010,4502,426,0.35446933773960854,,1.425424034804209,7.7983254302862,2607833.9943133933,26.80385971069336,31.557439765930177
170011,2954,272,-0.0602872288835541,,0.9414940704529675,-1.3263190354383898,,25.609590530395508,30.410832138061515
210001,5458,439,0.03256690652618836,,1.0331030121654288,0.7164719435760126,106157.31000666537,27.295520782470703,28.433873825073242
210002,4667,385,0.010015572095210756,,1.0100658958040019,0.2203425860947905,,27.038537979125977,28.940870666503905
210003,4579,398,-0.034902952935662736,,0.9656991299757695,-0.7678649645840564,,27.78312873840332,30.63775583267212
210004,4521,401,0.5446700271311286,9456219.838388976,1.724039402279983,11.982740596875894,,27.755967140197754,30.772887420654296
210005,4734,393,-0.2715010753611414,,0.7622344637902754,-5.973023657957284,618940.9061725372,27.63580322265625,29.88509460449219
210006,2737,219,-0.00900731955803703,1122780.3743761275,0.9910331248218621,-0.1981610302769432,,26.950705528259277,28.00989557266235
210007,4087,328,0.0671197190816012,,1.069423500910437,1.4766338197976325,2002931.0411729794,27.358362197875977,28.498570346832274
210008,3466,260,-0.2502821011293124,454284.02598486457,0.7785811134769682,-5.506206224846213,,26.688859939575195,27.656291847229003
210009,5288,483,-0.6547003400055841,789444.9930889764,0.519597741916891,-14.403407480163402,893286.9841864093,27.014265060424805,29.681909713745117
210010,5216,481,0.13207518941179247,,1.1411941217562311,2.9056541671014475,,27.403400421142578,30.53376174926758
210011,3661,311,1.54249490750491,1667210.097650796,4.6762425218624415,33.93488796499547,5139176.438503327,26.76519012451172,27.840227394104005
210012,4647,427,-0.5426107354946332,1404356.4889085502,0.581228835088422,-11.937436180741166,,27.25403881072998,30.657952632904053
210013,4912,443,0.24620644424836524,,1.2791636222576643,5.416541773444838,,27.771549224853516,31.432796173095703
210014,4884,443,-0.04224796688729865,1247363.6174059664,0.9586320420945246,-0.9294552715172788,665503.0000050996,27.409326553344727,31.244708709716797
210015,4716,436,-1.4378815574726231,6804535.908771532,0.23743020853969532,-31.633394264341888,2174396.840949322,27.497285842895508,30.893494567871095
210016,4697,425,0.4108655795399201,725445.9774665904,1.5081226203959288,9.039042749914895,,27.15640640258789,30.601259307861326
210017,4120,376,-0.28593148766697113,,0.751314088464653,-6.2904927286742165,1395249.427639272,27.277875900268555,31.38457489013672
210018,2366,206,0.20965770233171233,346903.7111365277,1.2332558470987633,4.61246945129221,766135.4213168108,26.844350814819336,30.878539772033687
210019,5409,487,-0.06335209724521089,1139816.0162482292,0.9386129324733792,-1.3937461394007928,1304128.677083533,26.880823135375977,30.022917251586914
210020,4651,432,0.25809090528972756,,1.2944564862177728,5.67799991635923,,26.765915870666504,30.18048345565796
210021,4381,395,-0.8016341772986899,2586843.1710134377,0.44859528057219156,-17.6359519005469,2776544.9040424605,26.623173713684082,29.613678455352783
210022,4597,430,-0.10734865068090398,1634509.0858900025,0.8982124560074377,-2.3616703149736056,,26.80358123779297,30.97731786727905
220001,5458,507,0.43846571597116624,,1.5503267512479446,9.646245751435613,,28.48548698425293,32.57707847595215
220002,4761,441,0.05250227093049718,1526229.6953463543,1.0539049554207243,1.155049960479566,1143599.7192304668,28.251619338989258,32.64409133911133
220003,4487,379,-0.4629728513031479,,0.6294097199298934,-10.18540272869889,,28.2661771774292,31.85497554779053
220004,3602,320,-1.2774269710546027,,0.2787536196349568,-28.103393363110627,,27.68943214416504,31.9984833908081
220005,3185,278,0.25786894419487827,,1.2941691991233155,5.673116772294058,,28.406291961669922,32.253485107421874
220006,5225,428,0.00011901733833287459,1437880.1120077667,1.0001190244211773,0.002618381441173767,5284833.572479947,26.902668952941895,27.844559288024904
220007,4832,428,-0.37199947477065265,35674330.52695375,0.6893546045933964,-8.183988444964886,41817752.30465966,28.346792221069336,31.6609553527832
220008,4298,368,0.2178760261252261,6740596.204203958,1.2434329048679449,4.793272574755328,3273566.2952558347,28.511545181274414,31.773032302856443
220009,5285,495,0.09031907070533725,,1.0945234583684147,1.9870195555115289,992304.8172947152,27.4931697845459,31.740633296966553
220010,2952,250,0.1635669202682375,,1.1777041648290263,3.598472245901518,,27.223142623901367,31.563714752197267
220011,3135,272,0.004098724218905732,,1.0041071354768998,0.09017193281490865,,28.594675064086914,33.08431396484375
220012,2131,184,-0.1618120397921725,,0.8506010686693602,-3.5598648754314874,,28.217382431030273,32.85863159179687
220013,3569,316,0.008842746429727393,5304122.902364348,1.008881959009014,0.1945404214539902,5967660.267278834,26.639102935791016,30.926740875244143
220014,2152,182,-0.02451484320167068,1400889.5533053803,0.9757832050640146,-0.5393265504380405,,27.79150390625,32.079962158203124
220015,3400,313,0.03688073289228893,993703.728783887,1.0375692655729827,0.8113761236303091,,26.34953498840332,30.92134704589844
220016,2501,225,-0.12084908884920127,,0.8861676820872185,-2.6586799546773476,,26.720742225646973,31.4045707321167
220017,4368,403,-0.1956789045550267,,0.8222762214426597,-4.3049359002111505,,28.121471405029297,32.533842620849605
220018,2334,214,-0.2932847770045921,3729086.697376495,0.7458097209941933,-6.452265094119248,,26.83614730834961,31.466643829345703
220019,2452,222,-0.04752789901486548,1012509.260299227,0.9535838687109808,-1.0456137783271728,563603.1846295943,27.458450317382812,32.0913363647461
230001,5458,474,0.10737561768269488,286006.837840792,1.113352370786008,2.3622635890304338,,26.467041015625,27.53844482421875
230002,5092,426,-0.061920714938863725,1039814.3188537733,0.9399574084174159,-1.3622557286546488,2484058.4165481427,27.047306060791016,28.332152099609377
230003,5062,434,-0.4904771735974303,961831.7728359425,0.6123341347788038,-10.790497819141622,,26.958221435546875,28.827106704711916
230004,4940,428,-1.0973264872727422,3767167.3090732396,0.33376220946413165,-24.1411827200356,,26.53954315185547,28.905176925659177
230005,4295,343,0.015830068390428886,,1.0159560276934694,0.34826150459791316,,27.359451293945312,29.26302127838135
230006,5376,467,-0.27289129085315444,475255.2789520363,0.7611755298738857,-6.00360839877593,1379442.658889128,27.660676956176758,30.000370483398438
230007,5389,455,-0.2792783132022585,714728.4528527585,0.7563293774693534,-6.144122890447027,2383653.4436518215,28.4719820022583,30.625477066040037
230008,4400,342,-0.06587907595882272,,0.9362440718634204,-1.4493396710940447,,26.673702239990234,28.105451965332033
230009,5391,480,0.23429302942673935,1746466.7961462236,1.264014831486435,5.154446647387261,2777320.8002162124,27.230497360229492,30.491054000854493
230010,4265,367,0.06867077242187505,,1.071083520860634,1.5107569932825862,250341.9983602843,28.083229064941406,31.404901695251464
230011,5458,509,-0.05843652931178067,703426.9716528915,0.9432381064715486,-1.28560364485804,871807.5408288337,25.989826202392578,29.842779922485356
230012,4804,430,0.20106496153843145,991672.9376804834,1.2227041979892241,4.423429153848116,,26.484180450439453,30.797996597290037
230013,5309,454,-0.06524364291987272,,0.9368391813352893,-1.4353601442366068,,27.01176357269287,30.026029415130616
230014,3922,334,0.08034836196429784,,1.0836645094251098,1.7676639632103424,,26.25652313232422,29.581774291992186
230015,5454,464,-0.3640068824083973,313962.5051833013,0.6948864122343743,-8.008151412980238,606069.533066215,27.492708206176758,29.746627159118653
230016,5407,459,-0.18604523688954444,,0.8302360368365381,-4.092995211559077,817255.3737892164,26.01691246032715,28.560916538238523
230017,4665,362,0.13752060511664693,795332.2326301062,1.147425348561643,3.0254533125680947,,26.515664100646973,27.497251415252684
230018,4204,349,0.010726244734513855,,1.0107839771301959,0.23597738415932915,1339051.9050823625,27.577777862548828,28.962049560546877
240001,5458,448,0.05308407697921427,,1.054518302105665,1.1678496935422435,519201.35297472693,26.413053512573242,27.999528999328614
240002,4411,357,0.04247515062405899,,1.043390128457978,0.9344533137320243,3014133.474785796,26.272689819335938,28.250389404296875
240003,4002,330,0.05390181582770173,1034663.0689666078,1.0553809753603827,1.1858399482103252,,26.309093475341797,28.092933807373043
240004,3726,290,-0.4382458222544521,,0.6451671669149596,-9.641408089601178,,25.498687744140625,27.55017333984375
240005,2854,218,0.14204906118009505,,1.1526331966946806,3.125079345964111,,26.565357208251953,28.01824447631836
240006,3015,235,-0.11886704613272013,8649484.788628323,0.8879258460895801,-2.6150750149196367,,26.3333740234375,28.30859375
240007,4993,426,-0.7835623412022614,1337223.5108674548,0.45677591788212973,-17.23837150644465,2126176.2293022615,27.957618713378906,30.588588256835937
240008,4290,368,-0.07492971277328926,1987337.0560234522,0.9278086971370225,-1.6484536810149053,,26.153162002563477,28.42699737548828
240009,5415,469,-0.10139367380315245,,0.9035772481671693,-2.230660823674359,,27.97257423400879,29.892346477508543
240010,5238,448,-0.16030046968256442,3595634.100900239,0.8518877840552247,-3.5266103330146876,1993799.0288042508,27.663070678710938,30.43378677368164
240011,4975,425,0.07090101094891321,575327.4774271778,1.0734749583412917,1.5598222408585753,429467.6860274604,27.507058143615723,29.228200721740723
250001,5458,465,0.11448163316620727,143389.83542198304,1.1212920462901854,2.5185959296566653,,26.235431671142578,28.091754379272462
250002,5386,441,0.10615171805780113,,1.1119905727590655,2.3353377972759244,,25.119659423828125,27.17132434844971
250003,4504,388,0.23524947347241365,,1.2652243692810594,5.175488416393302,,26.12944984436035,27.958794937133796
250004,3213,250,0.05762065910471742,21982841.48306096,1.0593130787116671,1.2676545003028745,9448152.863204282,25.727170944213867,27.886610717773436
250005,5458,453,0.343934266166609,378363.2750659486,1.410485915814111,7.566553855604518,,24.896623611450195,27.2218913269043
250006,3948,322,-0.26095314918778445,,0.7703170087471932,-5.740969282131279,,24.78201675415039,26.96234268188477
250007,3093,253,-0.21965758971809904,,0.8027936357012682,-4.832466973802364,2863136.9781262265,25.081586837768555,27.836112728118895
250008,3153,266,0.6284819534738171,5400431.215965454,1.8747624413968174,13.826602976643544,4203624.871684488,25.30511474609375,28.024093322753906
250009,5256,451,-1.5318379826717585,,0.2161380440359488,-33.70043561859728,,27.479040145874023,30.26666831970215
250010,4247,373,0.2715724924873306,418247.2774795129,1.3120259804358796,5.974594834728515,,27.134800910949707,30.71135450363159
250011,4068,341,0.8002449439903314,,2.226086128137101,17.605388767744962,,28.108112335205078,30.828589782714843
250012,3390,288,1.5658139057998905,,4.78656916731838,34.44790592789015,,28.173442840576172,31.151715087890626
250013,2767,234,0.44857040184251523,792592.8763762717,1.5660717311357173,9.868548840500111,,25.961545944213867,29.503356361389162
250014,4658,399,-0.45056296764152126,,0.6372692886286916,-9.912385288106346,,27.687763214111328,30.673641357421875
250015,4849,429,0.8597896267739801,,2.3626636002564663,18.91537178906929,,27.373310089111328,30.993279724121095
260001,5458,473,-0.010189686134126921,1919057.6440956383,0.9898620528338922,-0.22417309495047166,9611506.89740836,26.291400909423828,27.451108703613283
260002,5380,439,-0.05484272901766715,2425943.992144163,0.946634014308338,-1.2065400383800498,2999381.7195731527,25.247161865234375,27.495697021484375
260003,5115,427,0.6989628169548456,1364845.9433643979,2.0116651600766757,15.377181972997604,2780640.6975055663,24.456010818481445,27.21429443359375
260004,5255,428,-0.7463457583249933,,0.4740958519982806,-16.419606683126677,,24.982009887695312,27.34374237060547
260005,5049,427,0.228719182330889,,1.2569890047206222,5.031822011291247,,25.032936096191406,27.407013244628914
260006,4871,409,-0.22389487479032535,,0.7993991669573561,-4.925687245383276,,25.349197387695312,27.64767761230469
260007,4264,365,-0.19138724617596586,7298036.211504669,0.8258127334008531,-4.210519415875947,4003070.201612126,26.174131393432617,28.179812393188477
260008,4647,377,-0.6503403722617299,,0.5218681170961795,-14.3074881897281,,24.809906005859375,27.155180053710936
260009,5458,446,-0.007568314634850429,306925.7622354999,0.9924602529434512,-0.16650292196765432,341796.93893352116,23.859333038330078,26.31468364715576
260010,5453,468,0.40823622936775816,,1.5041624465477932,8.98119704608252,,23.54270839691162,26.60137031555175
260011,5341,476,-0.2186836857912571,,0.8035758604195561,-4.811041087415171,,25.466432571411133,29.167781314849854
260012,5306,454,0.011878705917474475,,1.0119495379309817,0.2613315301921637,,23.4931583404541,26.326038208007812
260013,5320,479,-0.3105590424934177,,0.7330370427992794,-6.832298934855816,5572548.009509452,26.613571166992188,30.7097827911377
260014,5057,452,-1.4788110913311745,,0.2279084897520325,-32.53384400909847,196931.62144625818,25.406376838684082,28.45424476623535
260015,5271,470,-0.006632879545100959,,0.9933890694452808,-0.14592334998930578,,27.146198272705078,31.316566619873047
260016,5191,475,-0.37912198769483024,,0.6844621116181366,-8.340683729265386,,25.585660934448242,30.068568420410156
260017,4648,423,0.262067477054554,,1.2996142336113177,5.765484495214434,3024327.7284727357,26.95754051208496,31.49544006347656
260018,4554,368,-0.5585261932000486,92576087.86506127,0.5720515363196423,-12.287576250392895,45273342.76476189,24.607952117919922,27.171971435546876
270001,5458,454,0.2506704069650603,598726.7950413043,1.2848865248846182,5.514748953221828,410733.38741488935,26.02242088317871,28.048784980773927
270002,4580,396,-0.025579438046920172,,0.9747449440555417,-0.5627476370293034,,26.0546875,28.100727081298828
270003,4550,391,0.16112789972943756,,1.1748352203119155,3.544813794047125,,26.090917587280273,28.137504386901856
270004,4205,353,-0.6657800175482849,888101.1979108395,0.5138725417387792,-14.6471603862054,,26.133965492248535,28.184972286224365
270005,4380,375,0.21243462727632723,,1.2366852654385547,4.6735618000964685,683973.9206043287,23.993621826171875,26.967864990234375
270006,3797,320,0.14089228176176644,378538.4508223339,1.1513006252300808,3.0996301987484474,1538964.455735247,24.541775703430176,27.5941030883789
270007,5434,460,0.7082028456332778,10157743.303316867,2.0303391450632913,15.58046260398118,3653782.794215971,25.943286895751953,28.89182083129883
270008,4875,418,-0.35803202138861556,251771.64909274774,0.6990506900743204,-7.876704470527891,,24.912200927734375,28.170730590820312
270009,4245,376,-0.7599108930878371,,0.467708101177843,-16.718039647941833,,26.4982328414917,30.583259868621827
270010,4180,368,-0.09645760932641263,,0.9080483895667776,-2.12206740517286,,25.827707290649414,29.6553955078125
270011,3704,316,1.5013202663454022,,4.487610001331085,33.02904585968195,1743828.884028202,26.803955078125,30.448790283203124
280001,5457,480,0.049893242951020295,9472864.040758094,1.0511588717665878,1.0976513449233987,4681755.884828421,26.00275993347168,28.133986358642577
280002,4949,419,-1.326692291783912,873683.671974899,0.26535352332060974,-29.187230419227568,470607.2781676604,25.945556640625,28.245039463043213
280003,4558,404,0.43750920198037196,4766485.334771703,1.5488445510057156,9.625202443711238,3229491.5854454553,26.062332153320312,28.195913162231445
280004,5104,434,0.05099229173572917,,1.0523147817315073,1.1218304181849732,,25.778411865234375,28.787550048828127
280005,5171,432,-0.03540120883847513,561606.4108272442,0.9652180845357353,-0.7788265944516026,,25.36198616027832,28.234957485198976
280006,4118,353,0.25540262925305,2016549.6952502856,1.2909813030840014,5.618857843548895,2650956.694136219,26.410085678100586,29.672990646362305
290001,5458,484,-1.1378798928132152,,0.32049779170113496,-25.03335764221015,,25.866262435913086,28.02952220916748
290002,5420,482,0.30160937680316113,,1.3520329880970292,6.635406289655324,,25.89580726623535,28.050929260253913
290003,5280,458,0.15232507317234512,,1.1645387352098535,3.351151609794148,,23.687265396118164,26.889984130859375
290004,5274,456,-0.08353904485845916,,0.9198551703551379,-1.8378589868862139,,24.83710289001465,28.094995269775392
290005,4777,410,0.5412919131800784,,1.7182252267258695,11.908422090010461,,25.087170600891113,27.698705081939693
290006,4661,389,0.10724539795452642,1191338.4251373883,1.1132073997821759,2.35939875498499,1424097.767768062,25.347976684570312,27.965554618835448
290007,5455,493,0.19726754672896546,,1.2180698877284253,4.339886028035664,,25.321449279785156,27.74956703186035
290008,5352,491,0.0857894078574617,431417.92707346304,1.0895768478197407,1.887366972785955,,25.021486282348633,27.805014190673827
290009,5195,473,-0.9349276413953448,,0.39261427352472456,-20.568408110897185,,25.245699882507324,27.776582527160645
290010,4377,393,-1.9833303318282953,1382838.0771097841,0.13761018575665138,-43.63326730097502,1166901.393638308,25.508066177368164,27.90754711151123
290011,5458,482,0.0759669109528266,6597975.838650798,1.0789268729044328,1.6712720409648516,24691805.194906067,23.438013076782227,27.363398628234872
290012,5398,464,0.2351085868948207,977594.0738417406,1.2650461287059314,5.172388911691741,569663.0912421362,23.069931030273438,26.42133880615234
290013,5097,462,-0.04079683194132597,4877887.884089526,0.9600241563796891,-0.8975303027095871,556214.6861031924,23.442928314208984,27.7467547416687
290014,4972,423,-0.3104943533994645,5664667.960645925,0.7330844638352076,-6.830875774784504,1213903.6955058333,23.661203384399414,27.0322932434082
290015,4502,379,-0.02079835818167618,1608062.7434243476,0.9794164359705897,-0.45756387999684334,2308623.2956706397,24.29935646057129,28.280537376403803
