region_code,first_treatment_date,total_households_electrified,n_treated_municipalities,first_treatment_year,log_households,treatment_cohort
220015.0,2006-10-01,10237,14,2006,9.233861567017529,2006
220016.0,2004-12-01,3573,8,2004,8.181440695719374,2004
220017.0,2004-12-01,6022,13,2004,8.70334075304372,2004
220018.0,2004-12-01,5969,7,2004,8.694502206386648,2004
220019.0,2007-01-01,4958,8,2007,8.508959386489133,2007
230001.0,2004-06-01,9865,19,2004,9.196849781793684,2004
230002.0,2004-06-01,11131,7,2004,9.317579122645782,2004
230003.0,2004-06-01,4542,12,2004,8.421342865759403,2004
230004.0,2004-06-01,5901,6,2004,8.683046555502886,2004
230005.0,2004-07-01,3368,5,2004,8.122371243406553,2004
230006.0,2004-06-01,9239,11,2004,9.131297164635729,2004
230007.0,2004-08-01,9216,14,2004,9.128804883993665,2004
230008.0,2004-07-01,2984,5,2004,8.001355025826703,2004
230009.0,2004-07-01,9793,10,2004,9.189525232262262,2004
230010.0,2004-07-01,3034,5,2004,8.017966703493599,2004
230011.0,2004-07-01,17684,22,2004,9.780472101639582,2004
230012.0,2004-07-01,6041,8,2004,8.706490361946617,2004
230013.0,2004-06-01,7834,10,2004,8.966356154790121,2004
230014.0,2004-10-01,4391,3,2004,8.387539983189367,2004
230015.0,2004-06-01,14005,23,2004,9.547241088215463,2004
230016.0,2004-06-01,9540,11,2004,9.163353580751846,2004
230017.0,2004-06-01,5123,6,2004,8.541690663016626,2004
230018.0,2004-06-01,6837,4,2004,8.830250570199247,2004
240001.0,2004-07-01,16224,24,2004,9.69430854157229,2004
240002.0,2004-07-01,2525,12,2004,7.8343923029104365,2004
240003.0,2004-09-01,1774,9,2004,7.4815557019095165,2004
240004.0,2004-07-01,4247,9,2004,8.354203562921775,2004
240005.0,2004-07-01,2982,10,2004,8.000684784514748,2004
240006.0,2004-07-01,2473,10,2004,7.813591552952433,2004
240007.0,2004-08-01,2527,15,2004,7.8351837552667485,2004
240008.0,2005-01-01,2897,9,2005,7.971776122880628,2005
240009.0,2004-07-01,7073,16,2004,8.864181369765426,2004
240010.0,2004-07-01,4826,34,2004,8.481980435660493,2004
240011.0,2004-07-01,5010,17,2004,8.519390774959724,2004
260001.0,2004-11-01,6920,14,2004,8.842315546841863,2004
260002.0,2004-07-01,2804,10,2004,7.9391588179567965,2004
260003.0,2004-09-01,4748,10,2004,8.465689348549121,2004
260004.0,2004-12-01,2286,8,2004,7.734996194022781,2004
260005.0,2004-12-01,2939,4,2004,7.986164860332727,2004
260006.0,2004-12-01,1203,5,2004,7.093404625868766,2004
260007.0,2004-12-01,4143,5,2004,8.329416783939319,2004
260008.0,2004-12-01,1160,6,2004,7.057036981697891,2004
260009.0,2004-10-01,7499,24,2004,8.922658299524402,2004
260010.0,2004-11-01,8830,22,2004,9.086023537468803,2004
260011.0,2004-11-01,11491,11,2004,9.34940642009918,2004
260012.0,2004-11-01,3661,7,2004,8.205764725234456,2004
260013.0,2004-10-01,10051,13,2004,9.215526898663482,2004
260014.0,2004-11-01,2894,11,2004,7.970740390007095,2004
260015.0,2004-10-01,8065,6,2004,8.995412975433313,2004
260016.0,2004-10-01,14713,10,2004,9.59655470049221,2004
260017.0,2004-11-01,3917,8,2004,8.273336598504486,2004
260018.0,2004-12-01,3782,5,2004,8.23827262463303,2004
