region_code,n_days,n_years,total_deaths,total_heat_an,total_cold_an,heat_an_97_5,cold_an_2_5,heat_an_99,cold_an_1,n_heat_days,n_cold_days,n_extreme_heat_days,n_extreme_cold_days,mean_temp,p1_temp,p99_temp,total_heat_af_pct,total_cold_af_pct,heat_af_pct_97_5,cold_af_pct_2_5,heat_af_pct_99,cold_af_pct_1,heat_annual_97_5,cold_annual_2_5,heat_annual_99,cold_annual_1,pop_elderly,heat_rate_per_100k,cold_rate_per_100k
1101,5464,14.9596167008898,37987,1567.01729473542,46.9231591645989,357.252876002288,43.9721735175163,175.821401456528,32.5051693792348,4606,858,137,137,26.2221079399785,21.8691441917419,29.6475053405762,4.12514095542007,0.123524256099715,0.94046088399265,0.115755846783153,0.462846240704789,0.0855691930903592,23.8811517130007,2.9393917235126,11.7530686094431,2.17286111196294,95713,24.9507921734777,3.07104753117403
1102,5474,14.9869952087611,39008,3.34258132480688,2523.34738573531,3.34258132480688,275.443078889585,3.29505109984817,125.354488647429,68,5406,137,137,21.2519146640849,14.7915735054016,25.1697145843506,0.00856896360953363,6.468794569666,0.00856896360953363,0.70611945982769,0.00844711623217846,0.321355846614614,0.223032120731771,18.3788060950714,0.219860689481101,8.36421757005358,100333,0.222291888742259,18.3178077951137
1201,5386,14.7460643394935,25137,0,4622.07482030283,56.4663568552744,192.826646961544,19.6708785937273,88.1214367409543,0,5386,135,135,17.5371212204991,13.6959200382233,20.2423867225647,0,18.387535586199,0.224634430740639,0.76710286415063,0.078254678735439,0.350564652667201,3.82924932071834,13.0764821393806,1.33397482479742,5.97592921827582,60001,6.38197583493332,21.7937736694065
1202,3912,10.7104722792608,7013,20.7380165983644,49.8390735240804,9.82233986408989,16.1351612876947,5.69643418228388,9.4821969069634,927,2985,98,98,24.1922303374803,20.1345015335083,27.2332215309143,0.295708207591108,0.710666954571231,0.140059031286039,0.230075021926347,0.0812267814385267,0.135208853656971,0.917078127647963,1.5064845757491,0.531856489028422,0.885320148330364,18415,4.98006042708641,8.18074708525172
1301,5479,15.0006844626968,112811,1589.30972085934,12.9547485190247,393.736893346684,12.8956577078345,211.156368854201,11.0733874492942,4381,1098,137,137,25.7135599115117,23.8570137786865,28.1785198974609,1.40882513306268,0.0114835862806151,0.349023493583679,0.0114312059177159,0.187177109372491,0.00981587562320533,26.2479285079168,0.859671286327165,14.0764489366667,0.738192145620495,258659,10.147695811055,0.332356997563265
1302,4725,12.9363449691992,12047,195.841699780663,5.11938146335776,48.403278334188,4.99991271604901,28.7747863574988,3.97342486218027,3944,781,119,119,25.8069245200182,23.0533341979981,28.1884275817871,1.62564704723718,0.0424950731581121,0.401786987085482,0.0415033843782603,0.238854373350201,0.0329826916425689,3.74165024583326,0.386501189319979,2.22433665969871,0.307152048870126,35210,10.6266692582598,1.09770289497296
1303,4063,11.1238877481177,7779,322.804247593817,2.87571828998828,69.0038238009722,2.87571828998828,33.8357280931982,2.72125215064513,3717,346,102,102,26.3966096375278,23.6451148986816,29.5856368255615,4.14968823234114,0.0369677116594457,0.887052626314079,0.0369677116594457,0.434962438529351,0.0349820304749342,6.20321108621834,0.258517377656466,3.0417178651343,0.244631392572762,24702,25.1121815489367,1.04654431890724
1304,4975,13.6208076659822,14138,929.795475813169,0.441131889636194,171.015975216572,0.441131889636194,77.4550085385184,0.418198308765704,4554,421,125,125,26.7829859632943,24.1562929534912,30.5117687988281,6.576570065166,0.0031201859501782,1.20961928997434,0.0031201859501782,0.547849826980609,0.00295797360847152,12.55549446188,0.0323866176260543,5.68652097863193,0.0307029009601353,38411,32.6872366298195,0.084315997047862
1401,5014,13.7275838466804,15905,90.4717750543901,21.0358102069548,32.459721972426,6.70291854722082,20.1392282914189,3.63741952087494,2090,2924,126,126,24.8933607842469,22.9448232650757,27.5523755836487,0.56882599845577,0.132259102212856,0.204085017116794,0.0421434677599549,0.126621994916183,0.0228696606153722,2.36456191671891,0.488281013037975,1.46706285070617,0.264971575588267,41977,5.63299406036379,1.16321083697733
1402,1847,5.05681040383299,2343,85.4352993068024,0.235396910597798,18.2077203157646,0.224248863424432,8.72053894594603,0.153048557249481,1542,305,47,47,26.2031745755743,23.8000053024292,29.479942779541,3.64640628710211,0.0100468165001194,0.777111409123543,0.00957101423066292,0.372195430898251,0.00653216206783956,3.60063337592475,0.0443459108639815,1.72451372496307,0.0302658286601911,8483,42.4452832243871,0.522762122645073
1501,5479,15.0006844626968,158263,12872.8905847045,0.0412760094038094,1140.88216014776,0.725114447939927,505.520837096959,0.0412760094038094,5389,90,137,137,27.3254437179412,24.8349546813965,29.4686708450317,8.13385983123314,2.6080643867366e-05,0.720877375095734,0.000458170543929994,0.319418207096389,2.6080643867366e-05,76.0553402069665,0.0483387574575759,33.6998513870531,0.00275160840203347,386576,19.6740977730036,0.0125043348416808
1502,5478,14.9979466119097,60353,2235.6153414233,0,158.667488727042,4.60433045328343,79.0703776885471,1.11534193290396,5474,4,137,137,26.8113382913284,25.4035408401489,27.9775338935852,3.70423233546518,0,0.262899091556414,0.00762900013799385,0.131013168671892,0.001848030641234,10.579280806417,0.306997389204412,5.27208022101895,0.0743663090531527,156012,6.7810686398591,0.196778061434
