region,n_days,temp_range,temp_mean,temp_sd,temp_p1,temp_p99,deaths_total,deaths_mean,deaths_zero_pct,converged,vcov_finite,vcov_positive,rr_p99,rr_p99_se,rr_p1,rr_p1_se,se_category,status
2702,5479,10.2541370391846,25.7544483001007,2.01774818173929,21.7449034500122,29.3702872467041,68441,12.4915130498266,0,TRUE,TRUE,TRUE,1.36900596015573,0.0882121631711296,1.2325200719309,0.125765181383709,valid,success
2801,5479,6.07024002075195,25.9367398371508,1.04164015449374,23.6872994613647,28.14719581604,82715,15.0967329804709,0,TRUE,TRUE,TRUE,2.29516355423384,0.686484285520201,1.64912912035211,0.365106987019694,valid,success
2802,5469,9.83368301391602,25.6118712607457,1.8596126761793,21.8962335205078,28.9013787841797,40068,7.32638507953922,0,TRUE,TRUE,TRUE,1.1699388478058,0.0920389335634953,1.23735126163811,0.164668185458828,valid,success
2901,5479,6.64579963684082,25.753475145694,1.10898921195088,23.3711474227905,28.0378853225708,241227,44.0275597736813,0,TRUE,TRUE,TRUE,1.1072199986308,0.0794138410291821,1.1931024410079,0.144920741207164,valid,success
2902,5478,8.87653732299805,24.59892546691,1.52780551681225,21.3710432052612,27.6177833557129,61466,11.2205184373859,0,TRUE,TRUE,TRUE,1.21729796259221,0.234502603167804,1.16502937326037,0.136426582217359,valid,success
2903,5479,7.14094161987305,25.1615914026084,1.3234588834692,22.327247467041,27.7545118331909,103341,18.8612885563059,0,TRUE,TRUE,TRUE,1.33990409701422,0.0985477871311057,1.22037141364148,0.0964179031350208,valid,success
2904,5479,11.8057231903076,23.1825607631911,1.99911156157366,18.7824789428711,27.1555068588257,122111,22.2870961854353,0,TRUE,TRUE,TRUE,1.13908869907928,0.0712644950443702,1.36530814001612,0.0930771495747471,valid,success
2905,5469,13.1171035766602,25.5152830834318,2.00163692090702,21.4105861663818,30.1473326873779,40906,7.4796123605778,0,TRUE,TRUE,TRUE,1.68320760033599,0.167688906178011,1.25090921246107,0.116660754583661,valid,success
2906,5387,11.6153411865234,25.0772618604808,1.83440004688565,21.4462490081787,29.634224357605,26666,4.95006497122703,0,TRUE,TRUE,TRUE,1.85375933979539,0.197997630213635,1.3853810220661,0.150252047648281,valid,success
2907,5460,10.5629100799561,25.5758043725849,1.80139918998534,21.9389330863953,29.8020952987671,35522,6.50586080586081,0,TRUE,TRUE,TRUE,1.30017302126445,0.147296873842586,1.28223981589459,0.124910685932567,valid,success
