age,qx,dx,lx,Lx,Tx,ex,year
42,3.59294026108958,331.44169013986175,92248.03811220343,92082.3172671335,3318918.1020890875,35.97819715203276,2010
43,3.8535180407603873,354.20226255771365,91916.59642206357,91739.49529078472,3226835.784821954,35.10612784229887,2010
44,4.137594448643078,378.84805377884084,91562.39415950586,91372.97013261644,3135096.2895311695,34.239999055394826,2010
45,4.449849675195173,405.7530730217134,91183.54610572701,90980.66956921616,3043723.319398553,33.38018150631437,2010
46,4.783641946985877,434.2484586060514,90777.7930327053,90560.66880340228,2952742.649829337,32.52714734720998,2010
47,5.127414258307557,463.2287785952808,90343.54457409926,90111.93018480162,2862181.9810259347,31.681090159999084,2010
48,5.476601200614456,492.23864539726355,89880.31579550398,89634.19647280534,2772070.050841133,30.84179251381534,2010
49,5.840456827602687,522.0672054976166,89388.07715010672,89127.04354735791,2682435.8543683277,30.00887746879031,2010
50,6.226352794392677,553.3111293451444,88866.0099446091,88589.35437993653,2593308.8108209698,29.182235282504525,2010
51,6.653950553279883,587.6283311434653,88312.69881526395,88018.88464969222,2504719.456441033,28.361939902669103,2010
52,7.141716450950799,626.5075790372617,87725.07048412049,87411.81669460185,2416700.571791341,27.548573725327458,2010
53,7.703199057510604,670.9375676809651,87098.56290508322,86763.09412124273,2329288.755096739,26.74313648131154,2010
54,8.331543860673062,720.0755512723852,86427.62533740225,86067.58756176606,2242525.6609754963,25.946861923152078,2010
55,9.014926743344969,772.6472826735525,85707.54978612986,85321.2261447931,2156458.07341373,25.1606547940624,2010
56,9.737898534722053,827.0874626351676,84934.90250345631,84521.35877213872,2071136.8472689372,24.384991166436613,2010
57,10.496300770271823,882.8209237988508,84107.81504082114,83666.4045789217,1986615.4884967986,23.61986799362947,2010
58,11.284606306495542,939.1612934710041,83224.99411702229,82755.41347028679,1902949.083917877,22.865115271046445,2010
59,12.113795100603651,996.7937185070267,82285.83282355129,81787.43596429777,1820193.67044759,22.120377323648192,2010
60,13.008580373484968,1057.4549986813308,81289.03910504426,80760.31160570358,1738406.2344832923,21.385493710128237,2010
61,13.982084170356103,1121.8047620961713,80231.58410636292,79670.68172531483,1657645.9228775888,20.660765225326344,2010
62,15.02981891138573,1189.0056576640125,79109.77934426675,78515.27651543474,1577975.241152274,19.946652035082856,2010
63,16.1595807608545,1259.1670353369232,77920.77368660274,77291.19016893428,1499459.9646368392,19.243391636069546,2010
64,17.38445493171623,1332.7202458218878,76661.60665126581,75995.24652835488,1422168.774467905,18.55125187941026,2010
65,18.68367365717445,1407.420330557679,75328.88640544393,74625.17624016509,1346173.52793955,17.870615008086244,2010
66,20.101958712531705,1485.9662590071764,73921.46607488625,73178.48294538265,1271548.351699385,17.201341088273885,2010
67,21.72604632861091,1573.7370248358757,72435.49981587907,71648.63130346112,1198369.8687540025,16.543958028868325,2010
68,23.60750382993767,1672.8693364856867,70861.76279104319,70025.32812280035,1126721.2374505415,15.90027107811319,2010
69,25.72901595497979,1780.1621435997067,69188.8934545575,68298.81238275765,1056695.909327741,15.27262334411761,2010
70,28.025103357388733,1889.1366621800382,67408.7313109578,66464.16297986777,988397.0969449835,14.662745874647726,2010
71,30.465041222249997,1996.0571518401246,65519.594648777755,64521.56607285769,921932.9339651157,14.071102529055619,2010
72,33.092750252465386,2102.168561539277,63523.53749693763,62472.45321616799,857411.367892258,13.497538104416689,2010
73,35.915798626202246,2205.9975180294414,61421.36893539835,60318.37017638363,794938.91467609,12.942383545898974,2010
74,38.94811344413132,2306.3270036000554,59215.37141736891,58062.207915568884,734620.5444997064,12.405909596038255,2010
75,42.19658600146137,2401.367386866582,56909.044413768854,55708.360720335564,676558.3365841375,11.888414988399413,2010
76,45.690722274092096,2490.4951328421016,54507.677026902275,53262.429460481224,620849.9758638019,11.390138228737602,2010
77,49.47604766772478,2573.6045709312316,52017.18189406017,50730.37960859456,567587.5464033206,10.911539720842379,2010
78,53.59352017645226,2649.8553588630884,49443.57732312894,48118.6496436974,516857.16679472604,10.453474339384991,2010
79,58.06426195300175,2717.042929889064,46793.72196426585,45435.20049932132,468738.5171510286,10.017124038754217,2010
0,16.139386116233798,1613.93861162338,100000.0,98544.90225422046,7413319.952344185,74.13319952344185,2011
1,1.046677796732034,102.97850596312868,98386.06138837662,98334.57213539505,7314775.050089965,74.34767635646136,2011
2,0.6650706434234331,65.36519317024535,98283.0828824135,98250.40028582836,7216440.477954569,73.42505206708223,2011
3,0.5013582436451617,49.24226243551532,98217.71768924325,98193.09655802549,7118190.077668741,72.47358465598231,2011
4,0.40820795297506585,40.07315240066024,98168.47542680774,98148.4388506074,7019996.981110716,71.50968730633565,2011
5,0.34822698991508927,34.17095814919378,98128.40227440708,98111.31679533249,6921848.5422601085,70.53868586287376,2011
6,0.3074247247780803,30.15659206471793,98094.2313162579,98079.15302022554,6823737.225464776,69.56308371962162,2011
7,0.27968682995855554,27.4272301924285,98064.07472419318,98050.36110909696,6725658.072444551,68.58432194828305,2011
8,0.26243950907724256,25.728689639904236,98036.64749400075,98023.78314918079,6627607.711335454,67.60336956382585,2011
9,0.25521444337358873,25.013802087188953,98010.91880436084,97998.41190331726,6529583.928186273,66.6209847621156,2011
10,0.25925710570441407,25.40354213071714,97985.90500227366,97973.2032312083,6431585.516282956,65.63786410028787,2011
11,0.27256480332243704,26.70058481385117,97960.50146014294,97947.15116773601,6333612.313051748,64.65475593373414,2011
12,0.31086162539907247,30.44386052161391,97933.80087532909,97918.5789450683,6235665.161884012,63.672247029624515,2011
13,0.37290942703732066,36.5090847694221,97903.35701480748,97885.10247242276,6137746.582938943,62.691890963561484,2011
14,0.5136733670151644,50.271593295383724,97866.84793003806,97841.71213339036,6039861.48046652,61.715091557707346,2011
15,0.8152845868438576,79.7483470251819,97816.57633674267,97776.70216323007,5942019.7683331305,60.74655228043532,2011
16,1.014182733589392,99.1230033829679,97736.8279897175,97687.26648802601,5844243.066169901,59.79571044381296,2011
17,1.1904490210030347,116.23271031396506,97637.70498633453,97579.58863117755,5746555.799681875,58.85590818102667,2011
18,1.3278935510129217,129.49813412061314,97521.47227602056,97456.72320896026,5648976.211050698,57.925460713534754,2011
19,1.4329387131371913,139.55673009678472,97391.97414189995,97322.19577685156,5551519.487841737,57.001817005507895,2011
20,1.536887489409791,149.4660236350592,97252.41741180317,97177.68439998564,5454197.292064886,56.082896828875434,2011
21,1.6401355717609072,159.26200469470467,97102.9513881681,97023.32038582076,5357019.6076649,55.16845297781183,2011
22,1.7104170021321252,165.81413457090852,96943.68938347341,96860.78231618795,5259996.287279079,54.25826395437126,2011
23,1.739816005386493,168.37569632533788,96777.87524890249,96693.68740073981,5163135.50496289,53.35037054372035,2011
24,1.7395212645455802,168.0542788288147,96609.49955257715,96525.47241316274,5066441.817562151,52.442480719040205,2011
25,1.7252045945332872,166.38122448970122,96441.44527374834,96358.25466150348,4969916.345148988,51.53299321719948,2011
26,1.7159782173634563,165.20591278379942,96275.06404925864,96192.46109286674,4873558.090487485,50.62118772514089,2011
27,1.720831289706026,165.3888511304532,96109.85813647484,96027.1637109096,4777365.629394618,49.70734243110437,2011
28,1.7498410742808421,167.88757320557227,95944.46928534438,95860.5254987416,4681338.465683708,48.792165932578534,2011
29,1.7984213114033685,172.24664568447656,95776.58171213881,95690.45838929657,4585477.940184967,47.876817675189585,2011
30,1.8545802131402112,177.30590810467305,95604.33506645434,95515.682112402,4489787.48179567,46.96217466158653,2011
31,1.9107968562284523,182.3416673149954,95427.02915834967,95335.85832469218,4394271.799683268,46.04850259344764,2011
32,1.9715505414822598,187.77971519625805,95244.68749103468,95150.79763343655,4298935.941358576,45.13570315156141,2011
33,2.035826490148197,193.51937092162598,95056.90777583842,94960.14809037761,4203785.143725139,44.2238785385112,2011
34,2.1064979263902464,199.82953096530977,94863.3884049168,94763.47363943415,4108824.995634761,43.313074355899765,2011
35,2.187918144026488,207.11611803843812,94663.5588739515,94560.00081493228,4014061.521995327,42.40345038517111,2011
36,2.2841743761452706,215.75498620488918,94456.44275591306,94348.56526281062,3919501.5211803946,41.49533273562782,2011
37,2.3967395527955566,225.87038386031602,94240.68776970817,94127.75257777801,3825152.955917584,40.589187605092,2011
38,2.527986630092875,237.66820138204653,94014.81738584785,93895.98328515684,3731025.203339806,39.68550178667305,2011
39,2.6783717150747464,251.17006389601804,93777.1491844658,93651.56415251779,3637129.220054649,38.784813269383754,2011
40,2.845979545081503,266.1730235108613,93525.97912056978,93392.89260881435,3543477.655902131,37.887629610741925,2011
41,3.0320340639900865,282.766908887393,93259.80609705893,93118.42264261523,3450084.7632933166,36.99433772897496,2011
42,3.2408973114811124,301.3290363344192,92977.03918817153,92826.37467000433,3356966.3406507014,36.1053263253168,2011
43,3.4745978896716005,322.0108269173902,92675.71015183712,92514.70473837842,3264139.965980697,35.22109472517478,2011
44,3.7331067050916222,344.76621418987344,92353.69932491973,92181.31621782479,3171625.2612423184,34.342157211092044,2011
45,4.014920048168457,369.40851015685985,92008.93311072985,91824.22885565142,3079443.9450244936,33.46896698952568,2011
46,4.320045510027085,395.8869167917219,91639.52460057299,91441.58114217714,2987619.7161688423,32.60186834437334,2011
47,4.650789812994019,424.35498064024716,91243.63768378127,91031.46019346116,2896178.135026665,31.741151586522793,2011
48,5.0082177133835,454.8427403506546,90819.28270314103,90591.8613329657,2805146.6748332037,30.88712651477687,2011
49,5.393204271171755,487.3538835693647,90364.43996279038,90120.7630210057,2714554.813500238,30.04007787375231,2011
50,5.80807668724045,522.0130083738268,89877.08607922102,89616.07957503409,2624434.0504792323,29.200257428973146,2011
51,6.252745554780689,558.7145359408433,89355.07307084718,89075.71580287676,2534817.970904198,28.367924548552608,2011
52,6.725898633799669,597.235306556312,88796.35853490634,88497.74088162818,2445742.2551013213,27.543271992847394,2011
53,7.227976839283171,637.5012199395964,88199.12322835003,87880.37261838024,2357244.514219693,26.726393958778026,2011
54,7.76245687599676,679.6933148326148,87561.62200841043,87221.77535099411,2269364.141601313,25.917337865021928,2011
55,8.343276288313204,724.8799355520463,86881.92869357781,86519.48872580178,2182142.366250319,25.11618237604364,2011
56,8.968499026809592,772.6994079391407,86157.04875802576,85770.6990540562,2095622.877524517,24.323289942418135,2011
57,9.624647825962446,821.7942923435292,85384.34935008662,84973.45220391484,2009852.178470461,23.538882637962296,2011
58,10.309563344440669,871.8030179355541,84562.55505774308,84126.6535487753,1924878.7262665462,22.762778690309833,2011
59,11.037118951067358,923.7047853676387,83690.75203980753,83228.8996471237,1840752.072717771,21.99468911262999,2011
60,11.820067358979333,978.312073651305,82767.0472544399,82277.89121761423,1757523.1730706473,21.234576215673417,2011
61,12.685223967584577,1037.5084237937674,81788.73518078859,81269.9809688917,1675245.281853033,20.4825918648823,2011
62,13.658653273634252,1102.953007694409,80751.22675699482,80199.75025314762,1593975.3008841414,19.73933232842272,2011
63,14.762585081715734,1175.8144178358332,79648.27374930041,79060.3665403825,1513775.5506309937,19.005754668277287,2011
64,15.997503469609768,1255.363440423916,78472.45933146458,77844.77761125262,1434715.184090611,18.283040907771614,2011
65,17.332266049251626,1338.3472495340914,77217.09589104066,76547.92226627361,1356870.4064793584,17.572150193190485,2011
66,18.778682516838003,1424.902930513805,75878.74864150657,75166.29717624966,1280322.484213085,16.87326830153777,2011
67,20.393130085201122,1518.346960927769,74453.84571099275,73694.67223052887,1205156.1870368354,16.186621060715737,2011
68,22.203448309800226,1619.4195764465671,72935.49875006499,72125.7889618417,1131461.5148063065,15.513179921941623,2011
69,24.20824207994102,1726.4369088271949,71316.07917361842,70452.86071920482,1059335.7258444647,14.85409374883777,2011
70,26.365962269328435,1834.7978822895489,69589.64226479123,68672.24332364646,988882.8651252599,14.210201876919026,2011
71,28.687055399920954,1943.6869744138485,67754.84438250167,66783.00089529474,920210.6218016134,13.581473475264396,2011
72,31.241392022680987,2056.0321680524376,65811.15740808782,64783.1413240616,853427.6209063187,12.96782573833654,2011
73,34.06524131701809,2171.8337264985166,63755.125240035384,62669.208376786126,788644.4795822571,12.369899307907303,2011
74,37.1620716052203,2288.5626889112123,61583.29151353687,60439.01016908126,725975.271205471,11.788510379408537,2011
75,40.49612711967302,2401.206876008581,59294.72882462566,58094.12538662137,665536.2610363897,11.224206168558887,2011
76,44.07720428761134,2507.7073895708945,56893.521948617075,55639.66825383162,607442.1356497684,10.67682426477965,2011
77,47.97813440457655,2609.3299206162937,54385.81455904618,53081.14959873803,551802.4673959367,10.146073417671253,2011
78,52.242823893031975,2704.949768765768,51776.48463842989,50424.009754047,498721.31779719866,9.632197343638012,2011
79,56.893294398893595,2791.841279945373,49071.534869664116,47675.61422969143,448297.3080431517,9.13558765247198,2011
0,15.694401835175377,1569.4401835175377,100000.0,98582.92610034753,7458083.013657438,74.58083013657438,2012
1,0.9830153562490982,96.75875182379768,98430.55981648246,98382.18044057056,7359500.08755709,74.76844692622304,2012
2,0.6290775587660824,61.85958751794506,98333.80106465866,98302.87127089969,7261117.90711652,73.84152578767932,2012
3,0.47662638260577794,46.83899997789629,98271.94147714072,98248.52197715177,7162815.035845621,72.8876923380188,2012
4,0.3896408317735296,38.2725106302419,98225.10247716281,98205.96622184769,7064566.513868469,71.92221067431281,2012
5,0.33354340907079105,32.74956999289138,98186.82996653258,98170.45518153612,6966360.547646621,70.95005053143214,2012
6,0.29539482672711964,28.994207571295608,98154.08039653968,98139.58329275403,6868190.092465085,69.97355652172374,2012
7,0.2695642596975278,26.45101621628537,98125.08618896839,98111.86068086023,6770050.509172331,68.99408471483663,2012
8,0.2537305285359429,24.89061855103703,98098.6351727521,98086.18986347658,6671938.64849147,68.0125532505336,2012
9,0.24756914158197083,24.28003275101304,98073.74455420105,98061.60453782554,6573852.458627993,67.02968759385865,2012
10,0.25241325309306734,24.748984303892495,98049.46452145003,98037.0900292981,6475790.854090168,66.04616237015222,2012
11,0.26632170446290804,26.106109321344462,98024.71553714614,98011.66248248547,6377753.76406087,65.06271126738481,2012
12,0.30505741687529075,29.895202649422746,97998.60942782479,97983.66182650009,6279742.101578385,64.07991029916975,2012
13,0.3674361215701106,35.99724439010896,97968.71422517537,97950.71560298032,6181758.439751885,63.0993117409245,2012
14,0.5084619995841146,49.79506510075526,97932.71698078526,97907.81944823489,6083807.724148905,62.12232144383954,2012
15,0.8025172164544561,78.552730034204,97882.9219156845,97843.6455506674,5985899.90470067,61.15366999216546,2012
16,0.9984498818502698,97.65276085785271,97804.3691856503,97755.54280522137,5888056.259150003,60.20238470096783,2012
17,1.1725319407501822,114.5642458338896,97706.71642479245,97649.4343018755,5790300.716344782,59.26205411683992,2012
18,1.3090050413911738,127.74861920247139,97592.15217895857,97528.27786935733,5692651.282042907,58.33103538493616,2012
19,1.4141440967411545,137.82871093642666,97464.4035597561,97395.48920428788,5595123.004173549,57.40683572483096,2012
20,1.5179283928828247,147.7347713450588,97326.57484881967,97252.70746314715,5497727.514969261,56.48742415428724,2012
21,1.621173670847368,157.54377689708886,97178.84007747461,97100.06818902606,5400474.807506114,55.5725382521612,2012
22,1.6934365474741966,164.29940903872105,97021.29630057752,96939.14659605816,5303374.739317088,54.661965378064316,2012
23,1.7273689108594958,167.30776522965897,96856.9968915388,96773.34300892397,5206435.59272103,53.753840814941185,2012
24,1.7332384807269094,167.58628988324122,96689.68912630914,96605.89598136752,5109662.249712106,52.84598901788974,2012
25,1.7258363576616105,166.58135439305667,96522.1028364259,96438.81215922936,5013056.353730738,51.936874626801966,2012
26,1.7224292805030486,165.96557153879385,96355.52148203284,96272.53869626345,4916617.541571509,51.02579972532553,2012
27,1.7305379320629228,166.45967517139727,96189.55591049405,96106.32607290836,4820345.002875246,50.112976998881834,2012
28,1.759147566220772,168.91879604335082,96023.09623532265,95938.63683730098,4724238.676802338,49.19898297410347,2012
29,1.8044504234907421,172.9641110736643,95854.1774392793,95767.69538374247,4628300.039965037,48.28480264093784,2012
30,1.8563577293093618,177.61855991151245,95681.21332820563,95592.40404824988,4532532.344581295,47.37118381885277,2012
31,1.9083644387273089,182.25566402643597,95503.59476829412,95412.46693628089,4436939.940533045,46.45835532471546,2012
32,1.9642501543078572,187.23495504438938,95321.33910426768,95227.72162674548,4341527.473596764,45.54622830935856,2012
33,2.023213295871201,192.47658440550416,95134.10414922329,95037.86585702054,4246299.751970018,44.634884513228336,2012
34,2.088181187132124,198.2553205565572,94941.62756481778,94842.4999045395,4151261.8861129973,43.72435982602975,2012
35,2.163638379432969,204.9903963845879,94743.37224426122,94640.87704606893,4056419.386208458,42.81480899529795,2012
36,2.2535726206308553,213.04910893111983,94538.38184787663,94431.85729341107,3961778.5091623887,41.906561459210884,2012
37,2.359322380264788,222.543868556917,94325.33273894551,94214.06080466704,3867346.6518689776,41.00008491432767,2012
38,2.48325065770423,233.68081235419476,94102.78887038858,93985.94846421148,3773132.5910643106,40.09586364396907,2012
39,2.6261389122958083,246.51331733370412,93869.10805803438,93745.85139936753,3679146.642600099,39.1944348754808,2012
40,2.785509859875146,260.7866607573167,93622.59474070068,93492.20141032201,3585400.7912007314,38.29631939950971,2012
41,2.963798549793116,276.70559139339935,93361.80807994335,93223.45528424665,3491908.5897904094,37.401895503141674,2012
42,3.167420169555441,294.8396311073685,93085.10248854995,92937.68267299626,3398685.1345061627,36.51159040109799,2012
43,3.399349432795573,315.4265274133996,92790.26285744258,92632.54959373588,3305747.4518331666,35.626016674959956,2012
44,3.6584495322943296,338.31452172058994,92474.83633002918,92305.6790691689,3213114.9022394307,34.745829565702536,2012
45,3.941567544413325,363.1623240147597,92136.5218083086,91954.94064630121,3120809.223170262,33.871576242731976,2012
46,4.246772083450852,389.74054106239856,91773.35948429383,91578.48921376263,3028854.282523961,33.00363307548223,2012
47,4.575565564017381,418.1317399519362,91383.61894323143,91174.55307325546,2937275.793310198,32.142257302535455,2012
48,4.928011557087353,448.2789722338431,90965.4872032795,90741.34771716257,2846101.2402369427,31.287704026438004,2012
49,5.305465685385294,480.235942206688,90517.20823104565,90277.0902599423,2755359.89251978,30.440177579126274,2012
50,5.711644986073217,514.2592213347601,90036.97228883895,89779.84267817157,2665082.8022598377,29.59987141404802,2012
51,6.147140118812457,550.3086610421911,89522.71306750418,89247.55873698309,2575302.959581666,28.767034323901367,2012
52,6.609925289897105,588.1009459892258,88972.404406462,88678.35393346738,2486055.400844683,27.94187048702623,2012
53,7.100457793408511,627.5690163208967,88384.30346047277,88070.51895231233,2397377.0469112154,27.124466144414097,2012
54,7.622097065914514,668.8903481210092,87756.73444415188,87422.28927009137,2309306.527958903,26.314863954156575,2012
55,8.188854710044591,713.1497023134115,87087.84409603087,86731.26924487416,2221884.2386888117,25.51313862172042,2012
56,8.798412333158737,759.9601764265004,86374.69439371745,85994.7143055042,2135152.9694439373,24.71965874300378,2012
57,9.436711242517266,807.9215249134372,85614.73421729096,85210.77345483424,2049158.255138433,23.934644823374107,2012
58,10.101256490499786,856.6553671474779,84806.81269237751,84378.48500880378,1963947.4816835988,23.157897571360085,2012
59,10.8060983820045,907.1736592411913,83950.15732523003,83496.57049560943,1879568.9966747952,22.389106304985056,2012
60,11.564115825855932,960.3186816381572,83042.98366598884,82562.82432516976,1796072.4261791857,21.62822609316706,2012
61,12.402590318935255,1018.0376660873135,82082.66498435067,81573.64615130701,1713509.601854016,20.875413854809686,2012
62,13.347891533702061,1082.0418526641602,81064.62731826336,80523.60639193127,1631935.955702709,20.131295358895013,2012
63,14.422359108741873,1153.5375700305099,79982.5854655992,79405.81668058394,1551412.3493107778,19.39687671109414,2012
64,15.625827775724531,1231.7691261404966,78829.04789556868,78213.16333249843,1472006.532630194,18.673402405928865,2012
65,16.928573112817013,1313.6112070039082,77597.27876942819,76940.47316592623,1393793.3692976956,17.961884635661,2012
66,18.339673387565558,1399.0175479004904,76283.66756242428,75584.15878847403,1316852.8961317693,17.262579765900284,2012
67,19.910363592669764,1490.9806092989916,74884.65001452378,74139.15970987428,1241268.7373432952,16.575743321262138,2012
68,21.665535482688103,1590.113148703578,73393.66940522479,72598.612830873,1167129.577633421,15.90231946558506,2012
69,23.605586980302494,1694.9650927083549,71803.55625652122,70956.07371016704,1094530.964802548,15.243408848613155,2012
70,25.69213870821188,1801.2396488179977,70108.59116381286,69207.97133940386,1023574.8910923811,14.599849663227976,2012
71,27.940023413085264,1908.5090006148018,68307.35151499487,67353.09701468746,954366.9197529772,13.971657494925331,2012
72,30.420841952657906,2019.9086939693784,66398.84251438007,65388.88816739538,887013.8227382897,13.35887478077932,2012
73,33.17313638919718,2135.651152215583,64378.93382041069,63311.1082443029,821624.9345708943,12.762325900936347,2012
74,36.19863600888201,2253.121933303949,62243.282668195105,61116.72170154313,758313.8263265914,12.18306287553938,2012
75,39.4564214038061,2366.9970620379277,59990.16073489116,58806.6622038722,697197.1046250483,11.621857586048245,2012
76,42.95384101246102,2475.136211038757,57623.16367285323,56385.595567333854,638390.4424211761,11.078712131210652,2012
77,46.7658889646283,2579.0465288974883,55148.027461814476,53858.504197365735,582004.8468538423,10.553502521134293,2012
78,50.93577125858729,2677.6415880960963,52568.98093291699,51230.16013886894,528146.3426564765,10.046729711775114,2012
79,55.48393172973912,2768.167666113289,49891.33934482089,48507.25551176425,476916.1825176076,9.559097606529082,2012
0,15.022952151381178,1502.2952151381178,100000.0,98640.52627302159,7489652.540129383,74.89652540129383,2013
1,0.9370372966159021,92.29602301447818,98497.70478486188,98451.55677335465,7391012.013856362,75.03740346031177,2013
2,0.609674414821889,59.995260002188104,98405.4087618474,98375.41113184631,7292560.457083007,74.10731329546994,2013
3,0.46693814977270104,45.92122541918281,98345.4135018452,98322.45288913562,7194185.045951161,73.1522171678721,2013
4,0.3848245297301627,37.82805588798941,98299.49227642603,98280.57824848202,7095862.593062025,72.18615710758598,2013
5,0.33152604276138453,32.576300694182905,98261.66422053803,98245.37607019095,6997582.014813542,71.21375431936713,2013
6,0.29506453665281085,28.98392031289694,98229.08791984385,98214.5959596874,6899336.638743351,70.23720554519753,2013
7,0.2701942681311446,26.533105230555552,98200.10399953095,98186.83744691568,6801122.042783664,69.25778859476716,2013
8,0.25472372541164223,25.007137715160166,98173.5708943004,98161.06732544283,6702935.205336748,68.27637157614988,2013
9,0.24829521310444344,24.369818553836385,98148.56375658524,98136.37884730831,6604774.138011305,67.29364022474715,2013
10,0.25205366792647127,24.732562994409232,98124.1939380314,98111.8276565342,6506637.759163996,66.31022888476565,2013
11,0.263675204495693,25.866395538980214,98099.46137503699,98086.5281772675,6408525.931507462,65.32682077639028,2013
12,0.29823503876219004,29.24898240025792,98073.59497949801,98058.97048829788,6310439.403330194,64.34391850986366,2013
13,0.3534184396538343,34.65067977917494,98044.34599709776,98027.02065720817,6212380.432841896,63.362964683611544,2013
14,0.48233014234280513,47.27303029337723,98009.69531731858,97986.05880217189,6114353.412184688,62.38518946915107,2013
15,0.7799887010598702,76.40958251233526,97962.4222870252,97924.21749576903,6016367.353382517,61.41505296546107,2013
16,0.9711823956400526,95.06517231802142,97886.01270451286,97838.48011835385,5918443.135886747,60.462603107071786,2013
17,1.141409467001503,111.61951330029446,97790.94753219484,97735.13777554469,5820604.655768394,59.5208943430283,2013
18,1.2753361618839703,124.57397929102233,97679.32801889455,97617.04102924904,5722869.5179928485,58.58833833178959,2013
19,1.3789039003571766,134.51863084359434,97554.75403960353,97487.49472418174,5625252.476963599,57.662515090550684,2013
20,1.4815359400774037,144.33158004887912,97420.23540875994,97348.06961873549,5527764.982239418,56.74144554307212,2013
21,1.5834351931369437,154.03008956658587,97275.90382871106,97198.88878392777,5430416.912620682,55.82489289621887,2013
22,1.6540018048634386,160.63975445626397,97121.87373914447,97041.55386191634,5333218.023836754,54.91263521295953,2013
23,1.6856377841979413,163.44151960704795,96961.23398468821,96879.5132248847,5236176.469974838,54.002782914269815,2013
24,1.6888606569883597,163.47798337759986,96797.79246508116,96716.05347339236,5139296.956749953,53.0931215048515,2013
25,1.6786352108926343,162.2137628694596,96634.31448170356,96553.20760026883,5042580.903276561,52.18209422110928,2013
26,1.6728262644394274,161.38106386811145,96472.1007188341,96391.41018690004,4946027.695676292,51.268995479754146,2013
27,1.6794856509581975,161.752471693973,96310.71965496599,96229.843419119,4849636.2854893925,50.35406549616967,2013
28,1.7079308591019073,164.21578812308687,96148.96718327202,96066.85928921048,4753406.442070274,49.43793554235152,2013
29,1.7539499043491231,168.35244552849582,95984.75139514894,95900.57517238469,4657339.582781063,48.521661150194376,2013
30,1.8069857118931356,173.1388638670166,95816.39894962044,95729.82951768694,4561439.007608679,47.60603672871332,2013
31,1.8597468274733668,177.87224951369004,95643.26008575343,95554.32396099658,4465709.178090992,46.69131075296944,2013
32,1.9155036782172594,182.86430154275445,95465.38783623974,95373.95568546836,4370154.854129996,45.77737495422436,2013
33,1.9730284863205494,187.9951331824653,95282.52353469699,95188.52596810575,4274780.898444528,44.86427038099881,2013
34,2.035582458994856,193.5727539605111,95094.52840151452,94997.74202453427,4179592.372476422,43.95197539472583,2013
35,2.108087551432667,200.05952321967223,94900.955647554,94800.92588594416,4084594.630451888,43.04060588832611,2013
36,2.1952340274744335,207.89062960446043,94700.89612433432,94596.95080953209,3989793.7045659437,42.13047466127121,2013
37,2.298735340869981,217.2144111957568,94493.00549472986,94384.39828913199,3895196.7537564114,41.222064356643386,2013
38,2.4212858179140966,228.2686359231934,94275.7910835341,94161.65676557251,3800812.3554672794,40.31588928380911,2013
39,2.563276119120704,241.06976835242938,94047.52244761091,93926.9875634347,3706650.6987017067,39.41252892405,2013
40,2.72166559680879,255.30979501580956,93806.45267925848,93678.79778175057,3612723.711138272,38.51252880748875,2013
41,2.898197496660393,271.12968811683083,93551.14288424267,93415.57804018425,3519044.9133565216,37.6162685442644,2013
42,3.098975622532942,289.0724869643451,93280.01319612584,93135.47695264367,3425629.335316337,36.72415148691909,2013
43,3.326614623245381,309.34502319244086,92990.9407091615,92836.26819756528,3332493.8583636936,35.83675821482872,2013
44,3.5801663340046854,331.81552865674036,92681.59568596906,92515.6879216407,3239657.5901661282,34.954702346116115,2013
45,3.8573043860033,356.2212120472414,92349.78015731233,92171.66955128871,3147141.9022444873,34.07849912456228,2013
46,4.156123331700761,382.3365766986055,91993.55894526509,91802.39065691578,3054970.2326931986,33.20852315878837,2013
47,4.477315301296325,410.17232768124285,91611.22236856648,91406.13620472586,2963167.8420362826,32.34503115911922,2013
48,4.82075451407207,439.6578736727103,91201.05004088524,90981.22110404889,2871761.7058315566,31.48825265218056,2013
49,5.1881232763848795,470.8812912998116,90761.39216721253,90525.95152156262,2780780.484727508,30.638363056445737,2013
50,5.583315042264851,504.1203675472616,90290.51087591272,90038.45069213909,2690254.5332059455,29.79554005296518,2013
51,6.0076733044094315,539.4073013563875,89786.39050836545,89516.68685768725,2600216.0825138064,28.960024651748782,2013
52,6.459944320337241,576.5305422753514,89246.98320700906,88958.71793587139,2510699.395656119,28.132036573522406,2013
53,6.941080048388737,615.4687098727811,88670.45266473372,88362.71830979732,2421740.677720248,27.311698597918962,2013
54,7.4540208721016015,656.363688292105,88054.98395486093,87726.80211071488,2333377.9594104504,26.49910152282346,2013
55,8.011811928961759,700.221308426495,87398.62026656883,87048.50961235558,2245651.1572997356,25.69435479016055,2013
56,8.61152957207344,746.6058264794639,86698.39895814234,86325.0960449026,2158602.64768738,24.897837487512838,2013
57,9.239332307723982,794.1371791881811,85951.79313166287,85554.72454206878,2072277.5516424775,24.10976520836647,2013
58,9.89251705466782,842.4235638453905,85157.65595247468,84736.44417055199,1986722.8271004087,23.329937923716116,2013
59,10.585033748863752,892.4795803769312,84315.23238862929,83868.99259844082,1901986.3829298567,22.558039977440156,2013
60,11.330590985339358,945.2290909413775,83422.75280825235,82950.13826278166,1818117.390331416,21.794022962900403,2013
61,12.155673597910619,1002.569857471564,82477.52371731098,81976.2387885752,1735167.2520686341,21.03806193328334,2013
